epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,29847,1.00856,1.8672,0.93644,0.01249,0.75477,0.88822,0.86387,0.90987,0.63928,0.79041,0.7666,0.75992,0.44228,1.11728,2.64359,0.66729,0.02328,0,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
91,30202.3,1.00302,1.8654,0.93641,0.01248,0.74245,0.89327,0.86396,0.91079,0.64045,0.79396,0.76523,0.76099,0.44325,1.11638,2.64398,0.66174,0.02323,0,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
92,30557.1,0.99814,1.85202,0.91462,0.01224,0.73401,0.89251,0.86625,0.91153,0.64146,0.79335,0.76814,0.76166,0.44358,1.11363,2.64406,0.66034,0.02317,0,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
93,30913.8,0.99059,1.83208,0.91234,0.01232,0.7424,0.89576,0.86539,0.91231,0.64227,0.79703,0.76528,0.76278,0.44455,1.11201,2.64625,0.65804,0.02312,0,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
94,31271,0.98473,1.82738,0.90337,0.01208,0.72569,0.89216,0.87015,0.91325,0.64345,0.7957,0.76721,0.76372,0.44555,1.11005,2.64802,0.65599,0.02306,0,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
95,31628.9,0.9813,1.82356,0.88794,0.01216,0.71377,0.89398,0.87041,0.9138,0.64422,0.79592,0.7691,0.76303,0.44643,1.10786,2.64948,0.65432,0.02299,0,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
96,31986.9,0.97798,1.80909,0.88369,0.01207,0.71925,0.8958,0.87099,0.91388,0.64502,0.79726,0.77093,0.76414,0.44801,1.10579,2.65112,0.65212,0.02295,0,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
97,32344.9,0.9709,1.80524,0.89242,0.01189,0.70947,0.89509,0.87024,0.91431,0.64608,0.7978,0.76994,0.7636,0.44786,1.10457,2.65462,0.64865,0.02291,0,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
98,32701.8,0.97472,1.80514,0.88323,0.01202,0.7087,0.89747,0.87028,0.9149,0.64761,0.79977,0.77098,0.764,0.44928,1.10278,2.65726,0.64535,0.02287,0,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
99,33059.9,0.96128,1.79157,0.87526,0.01187,0.70394,0.89605,0.87216,0.91531,0.64876,0.79738,0.77385,0.76485,0.45083,1.10144,2.66176,0.644,0.02284,0,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
100,33419.6,0.9584,1.77616,0.8445,0.01183,0.66971,0.89731,0.87084,0.91585,0.65026,0.79771,0.77261,0.76609,0.45237,1.09971,2.66372,0.64147,0.0228,0,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
101,33779.4,0.95604,1.77293,0.85212,0.01171,0.68399,0.89851,0.87258,0.91666,0.65116,0.80073,0.77486,0.76781,0.4532,1.0978,2.666,0.63967,0.02275,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
102,34139.8,0.94788,1.75037,0.84757,0.0115,0.67535,0.89545,0.87967,0.91755,0.65167,0.79973,0.77839,0.76907,0.45331,1.09513,2.66805,0.63776,0.02268,0,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
103,34500.3,0.93925,1.74746,0.83297,0.01141,0.65843,0.89954,0.87486,0.91845,0.65257,0.80468,0.77299,0.77032,0.45435,1.09241,2.67073,0.63619,0.02261,0,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
104,34860.1,0.9387,1.74686,0.8308,0.01145,0.66718,0.89667,0.88028,0.91887,0.65335,0.80415,0.775,0.76921,0.4549,1.09225,2.67383,0.63136,0.02261,0,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
105,35220.3,0.93463,1.73714,0.83082,0.0114,0.65724,0.89646,0.87899,0.91918,0.65459,0.80398,0.77505,0.76978,0.4561,1.09079,2.67655,0.62978,0.02258,0,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
106,35581.4,0.92803,1.71995,0.82473,0.01128,0.65518,0.89928,0.87628,0.9199,0.65548,0.80761,0.77248,0.77045,0.45735,1.08767,2.67961,0.62921,0.0225,0,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
107,35943.5,0.92913,1.72078,0.82027,0.01135,0.64591,0.90244,0.87568,0.92055,0.65615,0.80684,0.77513,0.77184,0.45797,1.08646,2.68275,0.62652,0.02246,0,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
108,36304.9,0.92019,1.72611,0.81987,0.01118,0.64278,0.89975,0.8768,0.92084,0.65739,0.80683,0.77508,0.77267,0.45903,1.08492,2.68596,0.62296,0.02244,0,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
109,36668.3,0.91933,1.71266,0.81243,0.01118,0.63642,0.89899,0.88062,0.92092,0.65797,0.8028,0.77842,0.77286,0.45975,1.08375,2.69039,0.61931,0.02241,0,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
110,37030.4,0.90852,1.69708,0.79646,0.01109,0.62592,0.90104,0.88035,0.92145,0.65838,0.8061,0.77669,0.77325,0.45998,1.08364,2.69397,0.61416,0.0224,0,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
111,37393,0.91133,1.69104,0.79617,0.01109,0.62879,0.904,0.87936,0.92207,0.65842,0.81115,0.77526,0.77409,0.46047,1.08172,2.69614,0.61178,0.02236,0,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
112,37756.1,0.90348,1.67746,0.78794,0.01094,0.62352,0.90143,0.8786,0.9226,0.65947,0.80972,0.77385,0.77357,0.46059,1.08037,2.69783,0.6107,0.02232,0,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
113,38120.6,0.90069,1.67692,0.77849,0.01097,0.6191,0.90208,0.87978,0.9229,0.66007,0.80119,0.78148,0.77372,0.46104,1.07827,2.6985,0.60905,0.02228,0,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
114,38482.8,0.89322,1.66016,0.77216,0.0107,0.59886,0.9037,0.88344,0.92382,0.66105,0.79863,0.78787,0.77427,0.4618,1.07704,2.70064,0.60684,0.02224,0,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
115,38847.3,0.88944,1.65073,0.76501,0.01076,0.59795,0.90758,0.88216,0.92415,0.66208,0.80756,0.77787,0.77493,0.46264,1.07564,2.70245,0.60765,0.0222,0,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
116,39211.6,0.8874,1.64994,0.7545,0.01065,0.59929,0.90767,0.88294,0.92469,0.66322,0.8077,0.78122,0.77646,0.46358,1.0747,2.70512,0.60295,0.02218,0,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
117,39577.6,0.88545,1.65124,0.76176,0.01074,0.59666,0.90516,0.88332,0.92487,0.66358,0.80751,0.78092,0.77716,0.4643,1.07283,2.70784,0.60356,0.02213,0,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
118,39944.7,0.88089,1.63822,0.75445,0.01062,0.59259,0.90496,0.88471,0.92468,0.66414,0.80551,0.78421,0.77765,0.46488,1.07125,2.71229,0.60213,0.0221,0,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
119,40311.6,0.87741,1.62721,0.74405,0.01059,0.59108,0.90948,0.8827,0.92468,0.66486,0.80856,0.7843,0.77945,0.46658,1.07054,2.7155,0.60079,0.02208,0,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
120,40676.7,0.87319,1.61351,0.73921,0.01055,0.57151,0.90548,0.88518,0.92476,0.66531,0.80469,0.78652,0.7789,0.46689,1.06942,2.71964,0.59903,0.02205,0,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
121,41044.2,0.86916,1.60686,0.73488,0.01039,0.57349,0.90997,0.88196,0.92549,0.6658,0.8084,0.78448,0.77871,0.46701,1.06917,2.72607,0.59447,0.02205,0,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
122,41412.6,0.86348,1.59753,0.72564,0.01035,0.57003,0.90744,0.88538,0.92591,0.66658,0.80672,0.78589,0.77851,0.46701,1.06807,2.73021,0.59273,0.02201,0,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
123,41781.4,0.86517,1.60385,0.73601,0.01041,0.56929,0.90926,0.88423,0.9263,0.66688,0.81068,0.78461,0.77956,0.46693,1.06692,2.73387,0.59179,0.022,0,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
124,42150.5,0.85844,1.5986,0.73378,0.01027,0.56207,0.91044,0.88698,0.92655,0.66806,0.8143,0.78773,0.78093,0.46802,1.06532,2.73798,0.59026,0.02194,0,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
125,42522,0.8558,1.59975,0.73485,0.0103,0.56502,0.90801,0.88781,0.92662,0.66829,0.8127,0.78916,0.78101,0.46822,1.06452,2.74316,0.58897,0.02192,0,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
126,42894.1,0.84846,1.57689,0.71086,0.01015,0.54852,0.90881,0.88714,0.92692,0.66871,0.81192,0.78921,0.78139,0.46846,1.06345,2.74727,0.58759,0.02189,0,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
127,43266.3,0.84769,1.56117,0.71747,0.01014,0.55761,0.9133,0.88644,0.92741,0.66981,0.81399,0.78999,0.78314,0.46951,1.06184,2.7526,0.58368,0.02185,0,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
128,43639.7,0.84497,1.58215,0.71892,0.01017,0.55828,0.91277,0.88536,0.92758,0.67038,0.81482,0.78952,0.78256,0.47002,1.06017,2.75821,0.58301,0.02182,0,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
129,44012.3,0.84375,1.56856,0.71364,0.0101,0.54127,0.91582,0.88731,0.92724,0.67043,0.81793,0.79145,0.78363,0.47109,1.05972,2.76333,0.58059,0.02179,0,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
130,44386.3,0.84363,1.56613,0.69687,0.01003,0.54302,0.91419,0.88679,0.92754,0.67128,0.81724,0.7904,0.78398,0.47208,1.05838,2.76786,0.58027,0.02176,0,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
131,44762.3,0.76705,1.38561,0.34134,0.01355,0.14741,0.91491,0.88824,0.92802,0.67158,0.82058,0.78938,0.78468,0.47276,1.05752,2.77175,0.57865,0.02173,0,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
132,45133.9,0.74,1.34278,0.31707,0.013,0.13664,0.91495,0.88838,0.92822,0.67182,0.82105,0.7892,0.78525,0.47316,1.05652,2.77726,0.57788,0.02169,0,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
133,45505.4,0.72929,1.32788,0.30887,0.01279,0.13294,0.91993,0.88531,0.92819,0.67195,0.82158,0.78858,0.78459,0.47281,1.05462,2.78205,0.57835,0.02165,0,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
134,45877,0.71995,1.31101,0.30245,0.01245,0.13187,0.92041,0.886,0.92839,0.67255,0.82083,0.78983,0.78438,0.47294,1.05451,2.7887,0.57516,0.02163,0,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
135,46248.5,0.71458,1.30095,0.30066,0.01243,0.13108,0.92062,0.88564,0.9285,0.67342,0.82163,0.79003,0.78461,0.47335,1.05373,2.79568,0.57347,0.02162,0,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
136,46621.2,0.70833,1.29443,0.29577,0.01235,0.12842,0.91912,0.88621,0.92874,0.67376,0.82051,0.79021,0.78465,0.47409,1.05285,2.80114,0.57057,0.0216,0,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
137,46993.9,0.70113,1.27826,0.29345,0.01216,0.1266,0.92027,0.88771,0.92932,0.67434,0.8239,0.79109,0.7854,0.47429,1.0517,2.80657,0.56891,0.02157,0,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
138,47367.6,0.69923,1.27434,0.28708,0.01215,0.12719,0.92356,0.88443,0.92916,0.67507,0.82401,0.7895,0.78633,0.47506,1.04969,2.81353,0.56923,0.02153,0,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
139,47740.3,0.69048,1.26425,0.28797,0.01196,0.1266,0.92037,0.88802,0.92908,0.67601,0.82213,0.79292,0.78769,0.47633,1.0476,2.81978,0.56861,0.02149,0,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
140,48111.9,0.69463,1.26226,0.28471,0.01197,0.12523,0.91651,0.88847,0.92914,0.67605,0.81806,0.79293,0.7861,0.47573,1.04585,2.82552,0.56921,0.02143,0,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
141,48483.7,0.682,1.25247,0.27988,0.01168,0.12448,0.92282,0.88507,0.92888,0.67612,0.82157,0.79089,0.78612,0.47538,1.0455,2.83298,0.56795,0.02141,0,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
142,48855.3,0.68121,1.25033,0.27613,0.01174,0.12464,0.91663,0.89001,0.92917,0.67684,0.81386,0.80029,0.78577,0.47538,1.04349,2.83652,0.56931,0.02135,0,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
143,49227.8,0.6799,1.24597,0.28004,0.0117,0.12453,0.92192,0.88778,0.92974,0.67796,0.82404,0.79324,0.78768,0.47623,1.04269,2.84481,0.56635,0.02134,0,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
144,49601.1,0.67563,1.24186,0.2746,0.01156,0.12196,0.92011,0.89039,0.9302,0.67904,0.82242,0.79526,0.78713,0.47659,1.04123,2.85185,0.56499,0.02131,0,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102
145,49973.2,0.67457,1.23164,0.27432,0.01151,0.12251,0.92181,0.8904,0.93044,0.67963,0.82583,0.79393,0.78781,0.47731,1.04107,2.85806,0.5618,0.02131,0,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
146,50343.5,0.67045,1.23584,0.27614,0.01156,0.12122,0.9221,0.89136,0.93098,0.6798,0.82439,0.79368,0.78764,0.477,1.04015,2.86125,0.55942,0.0213,0,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
147,50711.4,0.67219,1.23484,0.27195,0.01158,0.12263,0.9234,0.8922,0.9314,0.68016,0.82424,0.79489,0.78691,0.47716,1.03904,2.86738,0.55837,0.02127,0,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736
148,51083.9,0.67119,1.23122,0.27659,0.01154,0.12143,0.9229,0.89115,0.93075,0.68059,0.82596,0.79359,0.78692,0.47825,1.03881,2.87466,0.55741,0.02126,0,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
149,51456.1,0.66535,1.23216,0.2724,0.01139,0.1212,0.92352,0.89034,0.93106,0.68136,0.82609,0.79338,0.78639,0.4793,1.03719,2.88412,0.55581,0.02123,0,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342
150,51831.3,0.66819,1.23257,0.26753,0.01135,0.122,0.92336,0.89053,0.9314,0.68166,0.82669,0.79325,0.7875,0.47971,1.03725,2.89148,0.55443,0.02123,0,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086
